C_Address,C_Descrip,C_Date,C_Day of month,C_Hour,lat,lon
NORTHGATE BLVD / SAN JUAN RD,TOWED/STORED VEH-,1/9/2006 15:14,9,15,38.6296517,-121.4755286
1525 STERLING ST,(B)()(A) VANDALISM/ -$,1/9/2006 15:25,9,15,38.52007051,-121.5018595
EL CAMINO AVE / EMPRESS ST, PC VIOLATION OF PROBATI,1/9/2006 15:30,9,15,38.61112009,-121.4473381
N ST / 11TH ST,(B)()PC  VANDALISM +$,1/9/2006 15:30,9,15,38.57551005,-121.4940462
MACK RD / FRANKLIN BLVD,TOWED/STORED VEHICLE,1/9/2006 15:30,9,15,38.47429277,-121.4503108
ACADEMY WAY / KATHLEEN AVE, VC AUTO THEFT LOCATE,1/9/2006 15:30,9,15,38.62197217,-121.4253528
2301 36TH ST,(C) PASS FORGED NOTE,1/9/2006 15:33,9,15,38.55595051,-121.4641035
1732 KENWOOD ST, WI DANGER SELF/OTHERS,1/9/2006 15:35,9,15,38.62477487,-121.4251692
113 K ST, PC PETTY THEFT W/PRI CONV,1/9/2006 15:35,9,15,38.58245363,-121.5052755
DEL PASO BLVD / PALO VERDE AVE,(A) VC DUI-ALCOHOL/DRUGS,1/9/2006 15:42,9,15,38.62192663,-121.4322662
1422 C ST,PERSON INFORMATION - I RPT,1/9/2006 15:58,9,15,38.58601422,-121.4836896
7971 RUSH RIVER DR,(A)VC TAKE VEH W/O OWNER,1/9/2006 16:00,9,16,38.48340799,-121.5203336
6364 SEASTONE WAY,(A)VC TAKE VEH W/O OWNER,1/9/2006 16:00,9,16,38.51177507,-121.5431042
1820 ALHAMBRA BLVD, PC   PETTY THEFT/INSIDE,1/9/2006 16:00,9,16,38.56342448,-121.4693599
300 AHERN ST,MISSING PERSON I RPT,1/9/2006 16:00,9,16,38.591168,-121.4817665
2400 DEL PASO BLVD, PC VIOLATION OF PROBATI,1/9/2006 16:02,9,16,38.61140992,-121.4476543
7646 BLUEBROOK WAY,SUSPICIOUS VEHICLE - I RPT,1/9/2006 16:15,9,16,38.48020167,-121.4601374
DEL PASO BLVD / PALO VERDE AVE,TOWED/STORED VEHICLE,1/9/2006 16:15,9,16,38.62192663,-121.4322662
3661 TRUXEL RD, PC PETTY THEFT W/PRI CONV,1/9/2006 16:30,9,16,38.63589608,-121.5055312
HAWTHORNE ST / EL MONTE AVE,(B) PC   PROSTITUTION,1/9/2006 16:35,9,16,38.60785424,-121.4581841
MEADOWVIEW RD / DETROIT BLVD,TRAFFIC-ACCIDENT INJURY,1/9/2006 16:35,9,16,38.48151147,-121.4684313
2659 KIT CARSON ST,(A)() WILFUL DISOBEY CT OR,1/9/2006 16:43,9,16,38.56215492,-121.506385
1105 25TH AVE,MISSING PERSON,1/9/2006 17:00,9,17,38.53385644,-121.515754
LEMON HILL AVE / 65TH STREET EXPY,NON INJ HR/MAIL OUT REPORT,1/9/2006 17:00,9,17,38.51599171,-121.4274605
10TH ST / G ST,TRAFFIC-ACCIDENT-NON INJURY,1/9/2006 17:03,9,17,38.58358534,-121.4920473
MACARTHUR ST / DOOLITTLE ST, HS POSS DRUG PARAPH,1/9/2006 17:08,9,17,38.64278274,-121.4257137
26TH ST / BROADWAY,TRAFFIC-ACCIDENT INJURY,1/9/2006 17:09,9,17,38.55805348,-121.4790449
24TH ST / FLORIN RD,NON INJ HR/MAIL OUT REPORT,1/9/2006 17:15,9,17,38.49575914,-121.4827348
2901 TRUXEL RD, PC  BATTERY CIVILIAN,1/9/2006 17:24,9,17,38.61890556,-121.5000769
622 LAKE FRONT DR,(A)VC TAKE VEH W/O OWNER,1/9/2006 17:30,9,17,38.48340441,-121.5321939
2451 MEADOWVIEW RD,MISSING PERSON,1/9/2006 17:30,9,17,38.48272145,-121.4790738
1209 L ST,(A) HIT/RUN,1/9/2006 17:30,9,17,38.57772224,-121.4906793
27TH ST / 2ND AVE,(B)HS POSSESS QUAALUDES,1/9/2006 17:31,9,17,38.5543985,-121.4790156
714 K ST,(F) PC DIP - DISORDERLY,1/9/2006 17:42,9,17,38.58003319,-121.4973304
6 KLONDIKE CT,(A)HS POSS AMPHETAMINES,1/9/2006 17:51,9,17,38.65877823,-121.5043183
2525 N ST,(D) PC GRAND THEFT AUTO,1/9/2006 18:00,9,18,38.57042066,-121.4740683
33RD ST / 3RD AVE,(B) PC   PROSTITUTION,1/9/2006 18:05,9,18,38.55234985,-121.4711067
6460 ROMACK CIR,(A)HS POSS AMPHETAMINES,1/9/2006 18:20,9,18,38.51018598,-121.4900812
MARTIN LUTHER KING JR BLVD / 7TH AVE,(A)PC POSS FORGED CHK/NOTE,1/9/2006 18:23,9,18,38.54528535,-121.464715
15 MORNING DOVE CIR,(A)VC TAKE VEH W/O OWNER,1/9/2006 18:30,9,18,38.61949324,-121.4962856
7600 AMBROSE WAY, PC PETTY THEFT,1/9/2006 18:30,9,18,38.48214296,-121.534651
515 EL CAMINO AVE,FRAUD OR BUNCO - I RPT,1/9/2006 18:37,9,18,38.61138144,-121.455557
32ND ST / 1ST AVE,(B) PC   PROSTITUTION,1/9/2006 18:40,9,18,38.55477924,-121.4715398
1040 FLORIN RD, PC PASS FICTICIOUS CHECK,1/9/2006 18:45,9,18,38.49466185,-121.5212433
EL CAMINO AVE / DEL PASO BLVD,NON INJ HR/MAIL OUT REPORT,1/9/2006 18:45,9,18,38.61112661,-121.4487064
577 LAS PALMAS AVE,(A)VC TAKE VEH W/O OWNER,1/9/2006 18:45,9,18,38.61950804,-121.4535138
FRUITRIDGE RD / SAMPSON BLVD,TOWED/STORED VEH-,1/9/2006 18:45,9,18,38.524921,-121.4494106
11TH AVE / 53RD ST,TOWED/STORED VEH-,1/9/2006 18:50,9,18,38.54215599,-121.4439667
CAPITOL AVE / ALHAMBRA BLVD,TRAFFIC-ACCIDENT INJURY,1/9/2006 18:51,9,18,38.56944762,-121.4666533
5600 FOLSOM BLVD, PC PASS FICTICIOUS CHECK,1/9/2006 18:58,9,18,38.55792771,-121.43864
1140 WESTWARD WAY,(A)VC TAKE VEH W/O OWNER,1/9/2006 19:00,9,19,38.6259957,-121.4869215
6730 4TH AVE,ASSAULT WITH WEAPON - I RPT,1/9/2006 19:04,9,19,38.54783739,-121.4243203
36TH ST / 3RD AVE,(B) PC   PROSTITUTION,1/9/2006 19:05,9,19,38.55128541,-121.4671318
1821 EXPOSITION BLVD, PC  BATTERY CIVILIAN,1/9/2006 19:12,9,19,38.59577758,-121.4262601
7767 LA RIVIERA DR, PETTY THEFT/LICENSE PLATE,1/9/2006 19:30,9,19,38.55575132,-121.411779
521 INDIANA AVE,(B)()PC  VANDALISM +$,1/9/2006 19:30,9,19,38.61972393,-121.4746566
SAN JUAN RD / TRUXEL RD,(B)()VANDALISM GRAF +$,1/9/2006 19:30,9,19,38.62741952,-121.4978994
5707 SPILMAN AVE,(B)()(A) VANDALISM/ -$,1/9/2006 19:30,9,19,38.57562396,-121.4260374
7494 FRANKLIN BLVD,(B)()(A) VANDALISM/ -$,1/9/2006 19:30,9,19,38.48617977,-121.4549077
4100 NORTHGATE BLVD,(A) PC GRAND THEFT-SHOPLIFT,1/9/2006 19:45,9,19,38.64316291,-121.4745819
1600 EXPO PKWY, PC  BURGLARY BUSINESS,1/9/2006 19:56,9,19,38.59714644,-121.4520581
4391 BURGESS DR,(A)VC TAKE VEH W/O OWNER,1/9/2006 20:00,9,20,38.6474367,-121.4534502
4100 NORTHGATE BLVD, PC  BURGLARY VEHICLE,1/9/2006 20:00,9,20,38.64316291,-121.4745819
5770 FREEPORT BLVD,(B)()(A) VANDALISM/ -$,1/9/2006 20:00,9,20,38.52199137,-121.4990149
WEALD WAY / GRASSLANDS DR, PETTY THEFT/LICENSE PLATE,1/9/2006 20:00,9,20,38.61732525,-121.5198701
3345 SMOKE TREE DR,(B)()(A) VANDALISM/ -$,1/9/2006 20:00,9,20,38.62896755,-121.5066925
MARTIN LUTHER KING JR BLVD / 9TH AVE,TOWED/STORED VEH-,1/9/2006 20:07,9,20,38.54395353,-121.4647075
DIXIEANNE AVE / BEAUMONT ST,I ADULT LOITER PLYGRD,1/9/2006 20:10,9,20,38.60930781,-121.4485
WOODBINE AVE / 50TH AVE,(A) RECKLESS ON HIGHWAY,1/9/2006 20:16,9,20,38.50686233,-121.4787544
BROADWAY / STOCKTON BLVD,TRAFFIC-ACCIDENT-NON INJURY,1/9/2006 20:22,9,20,38.54675579,-121.4538401
1646 KATHLEEN AVE,ACCIDENTAL FIRES/ARSON -I RPT,1/9/2006 20:23,9,20,38.62147929,-121.4278524
5501 48TH ST,FRAUD OR BUNCO - I RPT,1/9/2006 20:25,9,20,38.525636,-121.4473287
6670 VALLEY HI DR,MISCELLANEOUS I RPT (ZMISC),1/9/2006 20:30,9,20,38.47245555,-121.4270863
620 23RD ST, PC  BURGLARY RESIDENCE,1/9/2006 20:30,9,20,38.5793726,-121.4747124
3038 CLAY ST,(A)()AWDW/NO FIREARM/CIVIL,1/9/2006 20:33,9,20,38.62247542,-121.4389474
3561 TRUXEL RD, PC  BURGLARY VEHICLE,1/9/2006 21:00,9,21,38.63449242,-121.5028488
5538 BRAMPTON WAY, PC  BURGLARY VEHICLE,1/9/2006 21:00,9,21,38.67732505,-121.5168735
6125 HERMOSA ST, VC AUTO THEFT LOCATE,1/9/2006 21:15,9,21,38.51434816,-121.4800628
1412 BREWERTON DR,(A)VC TAKE VEH W/O OWNER,1/9/2006 21:30,9,21,38.61542969,-121.4919849
MACARTHUR ST / MAJESTIC LN,TOWED/STORED VEHICLE,1/9/2006 21:41,9,21,38.64191945,-121.4216347
3000 ACADEMY WAY, PAROLE VIO - I RPT,1/9/2006 21:46,9,21,38.62009248,-121.426719
1200 N B ST,(B)() CERTIFICATE OF RELEA,1/9/2006 21:54,9,21,38.59007055,-121.4856685
7534 RUSH RIVER DR, PC  BURGLARY VEHICLE,1/9/2006 22:00,9,22,38.48538062,-121.5374388
4043 SHERMAN WAY, PC  BURGLARY VEHICLE,1/9/2006 22:00,9,22,38.55462435,-121.458819
RIO LINDA BLVD / LAMPASAS AVE,TOWED/STORED VEHICLE,1/9/2006 22:08,9,22,38.61474191,-121.4461725
11TH AVE / DAVID WAY,NARCOTICS SUSP/EVID/ACT- I RPT,1/9/2006 22:14,9,22,38.54221766,-121.4374105
2 TIMBERWOOD CT,(A)VC TAKE VEH W/O OWNER,1/9/2006 22:30,9,22,38.61295423,-121.5005071
2031 ETHAN WAY, PC SHOOT OCCUP DWELL/VEH,1/9/2006 22:37,9,22,38.60307405,-121.420291
STOCKTON BLVD / ELSIE AVE,(A) HIT/RUN,1/9/2006 22:45,9,22,38.47433721,-121.4189709
8347 VALLEY LARK DR,(A)VC TAKE VEH W/O OWNER,1/9/2006 23:00,9,23,38.45471595,-121.4381169
5413 61ST ST, PC  BURGLARY VEHICLE,1/9/2006 23:00,9,23,38.52555366,-121.43427
1646 KATHLEEN AVE,TOWED/STORED VEHICLE,1/9/2006 23:00,9,23,38.62147929,-121.4278524
MACK RD / ARCHEAN WAY, PC FALSE PERSONATION,1/9/2006 23:05,9,23,38.47614715,-121.4598152
951 SONOMA AVE, VC AUTO THEFT LOCATE,1/9/2006 23:10,9,23,38.62406654,-121.4448995
6500 Q ST, PC  ROBBERY UNSPECIFIED,1/9/2006 23:15,9,23,38.55269382,-121.4274073
9 INLET CT, WI DANGER SELF/OTHERS,1/9/2006 23:24,9,23,38.61696967,-121.5000765
78 THATCHER CIR,(A)VC TAKE VEH W/O OWNER,1/9/2006 23:30,9,23,38.47587793,-121.4395992
3927 HAYWOOD ST, PC   THEFT-LIC PLATE TABS,1/9/2006 23:30,9,23,38.63936687,-121.4408906
20TH AVE / 36TH ST, HS POSS DRUG PARAPH,1/9/2006 23:40,9,23,38.53450711,-121.4681974
3314 LUNA NUEVO ST,(A)VC TAKE VEH W/O OWNER,1/9/2006 23:45,9,23,38.627317,-121.4534085
651 I ST,CASUALTY REPORT,1/9/2006 23:50,9,23,38.58314743,-121.4974099
WASHINGTON AVE / 14TH AVE,TOWED/STORED VEH-,1/9/2006 23:50,9,23,38.53944483,-121.4629583
2418 T ST, PC  BURGLARY VEHICLE,1/10/2006 0:00,10,0,38.56374165,-121.4787306
2519 C ST, PC  BURGLARY RESIDENCE,1/10/2006 0:00,10,0,38.58276198,-121.4688872
LAWRENCE DR / STOCKTON BLVD,TOWED/STORED VEH-,1/10/2006 0:00,10,0,38.52983357,-121.4448282
1500 7TH ST, PC  BURGLARY VEHICLE,1/10/2006 0:00,10,0,38.57615249,-121.5003415
5531 24TH ST, PC FRAUD OBTAIN MONEY ETC,1/10/2006 0:00,10,0,38.52532078,-121.4830904
2936 LOGANSPORT DR, PC USE PERSONAL ID INFO,1/10/2006 0:00,10,0,38.66298106,-121.5270363
1820 FRIENZA AVE, PC  BURGLARY BUSINESS,1/10/2006 0:00,10,0,38.61199425,-121.4244182
68TH AVE / 21ST ST, HS POSS SALE RCK COCAI,1/10/2006 0:01,10,0,38.4890423,-121.491965
1720 L ST, PC  BURGLARY VEHICLE,1/10/2006 0:01,10,0,38.57500761,-121.4841051
3200 TRUXEL RD, PC  BURGLARY VEHICLE,1/10/2006 0:01,10,0,38.62648616,-121.4966948
5440 9TH AVE, PC  BURGLARY VEHICLE,1/10/2006 0:01,10,0,38.54327657,-121.4417342
5750 KEVINBERG DR,(B)()(A) VANDALISM/ -$,1/10/2006 0:01,10,0,38.45543018,-121.4370462
1217 D ST, WI DANGER SELF/OTHERS,1/10/2006 0:09,10,0,38.58618556,-121.4870224
MACK RD / DEER CREEK DR,(A) HIT/RUN,1/10/2006 0:20,10,0,38.47431603,-121.4546419
MARTIN LUTHER KING JR BLVD / BROADWAY, HS POSS DRUG PARAPH,1/10/2006 0:25,10,0,38.54718283,-121.4647218
4800 WESTLAKE PKWY, PC  BURGLARY VEHICLE,1/10/2006 0:30,10,0,38.65798545,-121.541883
H ST / ALHAMBRA BLVD, HS POSS DRUG PARAPH,1/10/2006 0:41,10,0,38.57498057,-121.4642474
12TH ST / E ST,(A)()AWDW/NO FIREARM/CIVIL,1/10/2006 0:52,10,0,38.58506592,-121.4884229
3555 AUBURN BLVD,MISSING PERSON,1/10/2006 1:00,10,1,38.63862878,-121.3815598
1044 SONOMA AVE,(B)()PC  VANDALISM +$,1/10/2006 1:00,10,1,38.62346829,-121.4426884
1250 WHITNEY AVE,(B)()VANDALISM GRAF +$,1/10/2006 1:00,10,1,38.57100991,-121.4935219
W EL CAMINO AVE / NORTHGATE BLVD,TOWED/STORED VEHICLE,1/10/2006 1:52,10,1,38.61124309,-121.4755625
8174 ELDER CREEK RD, VC AUTO THEFT LOCATE,1/10/2006 1:59,10,1,38.51048773,-121.406008
910 UNIVERSITY AVE, PC  BURGLARY BUSINESS,1/10/2006 2:00,10,2,38.56412181,-121.417918
3724 47TH ST,(A)() AWDW/FIREARM/CIVILIA,1/10/2006 2:10,10,2,38.54066622,-121.4517155
76 GOOSE HAVEN CT, PC SHOOT OCCUP DWELL/VEH,1/10/2006 2:29,10,2,38.64674718,-121.5324558
1204 56TH AVE,(A)VC TAKE VEH W/O OWNER,1/10/2006 3:00,10,3,38.50111994,-121.5139178
2860 GATEWAY OAKS DR, VC AUTO THEFT LOCATE,1/10/2006 3:20,10,3,38.62210853,-121.5191764
6305 MCMAHON DR,(A)()AWDW/NO FIREARM/CIVIL,1/10/2006 3:45,10,3,38.51995809,-121.4304905
6305 MCMAHON DR,(A) VC DUI CAUSE INJURY,1/10/2006 3:47,10,3,38.51995809,-121.4304905
5770 FREEPORT BLVD, WI DANGER SELF/OTHERS,1/10/2006 4:11,10,4,38.52199137,-121.4990149
211 HEMFORD CIR,ACCIDENTAL FIRES/ARSON -I RPT,1/10/2006 4:29,10,4,38.47764806,-121.4891676
1610 ARDEN WAY,(B)()PC  VANDALISM +$,1/10/2006 4:35,10,4,38.5985901,-121.4286169
24 SANTIAGO AVE,(A)VC TAKE VEH W/O OWNER,1/10/2006 5:00,10,5,38.61188095,-121.4655275
20TH ST / E ST,TOWED/STORED VEH-,1/10/2006 5:08,10,5,38.58215599,-121.4775255
87 SANDBURG DR, PC  BURGLARY RESIDENCE,1/10/2006 6:30,10,6,38.57294064,-121.4248243
90 ARDEN WAY,(A)VC TAKE VEH W/O OWNER,1/10/2006 7:00,10,7,38.60590997,-121.4646484
1133 48TH ST, PC  BURGLARY RESIDENCE,1/10/2006 7:00,10,7,38.56519016,-121.4442104
24TH ST / 53RD AVE,TOWED/STORED VEH-,1/10/2006 7:20,10,7,38.50305262,-121.4827938
5770 FREEPORT BLVD,CAR CLOUT -  I RPT,1/10/2006 7:24,10,7,38.52199137,-121.4990149
1535 ARCADE BLVD,TOWED/STORED VEH-,1/10/2006 7:25,10,7,38.62599581,-121.4316422
2673 ALTOS AVE,(A)HS POSS CNTRL SUBST,1/10/2006 7:25,10,7,38.6161187,-121.4504318
815 19TH ST, PC  BURGLARY RESIDENCE,1/10/2006 7:30,10,7,38.57871645,-121.4802163
PALO VERDE AVE / MARYSVILLE BLVD,TOWED/STORED VEHICLE,1/10/2006 7:54,10,7,38.62354293,-121.434294
24TH ST / JOHN STILL DR,TRAFFIC-ACCIDENT-NON INJURY,1/10/2006 7:54,10,7,38.47732859,-121.4803322
731 SAN JUAN RD, PC ROBBERY-PURSE SNATCH,1/10/2006 8:00,10,8,38.62996703,-121.4784703
6617 LAKE PARK DR, PC  PETTY THEFT/ OUTSIDE,1/10/2006 8:00,10,8,38.50634715,-121.5169435
5645 POP BECKER ST, PC USE PERSONAL ID INFO,1/10/2006 8:00,10,8,38.67745476,-121.5027381
MARYSVILLE BLVD / ARCADE BLVD,TOWED/STORED VEHICLE,1/10/2006 8:20,10,8,38.62541828,-121.433145
GRAND AVE / WILLOW ST,TOWED/STORED VEH-,1/10/2006 8:29,10,8,38.63647046,-121.429178
4101 INNOVATOR DR,(L)()TRESPASS REFUSE TO LV,1/10/2006 8:42,10,8,38.64420903,-121.5129034
2415 E ST,ACCIDENTAL FIRES/ARSON -I RPT,1/10/2006 8:43,10,8,38.58088731,-121.4714654
ARCADE BLVD / MARYSVILLE BLVD,TOWED/STORED VEH-,1/10/2006 8:59,10,8,38.62541828,-121.433145
7TH ST / K ST,WARRANT SERVED - I RPT,1/10/2006 9:00,10,9,38.58026647,-121.4979339
2940 TRAP ROCK WAY,G(A)PC USE FORGED CARD,1/10/2006 9:00,10,9,38.66719342,-121.5277369
YREKA AVE / 24TH ST,TOWED/STORED VEH-,1/10/2006 9:04,10,9,38.49850245,-121.4827604
DEL PASO BLVD / MARYSVILLE BLVD,TOWED/STORED VEH-,1/10/2006 9:16,10,9,38.6183743,-121.4392211
ELDER CREEK RD / FLORIN PERKINS RD,TRAFFIC-ACCIDENT INJURY,1/10/2006 9:27,10,9,38.51055822,-121.3905289
1560 MAYFIELD ST, PETTY THEFT/LICENSE PLATE,1/10/2006 9:30,10,9,38.66234122,-121.4951282
6633 GLORIA DR, PC  BURGLARY RESIDENCE,1/10/2006 9:30,10,9,38.50635324,-121.5277277
2620 69TH AVE,TOWED/STORED VEHICLE,1/10/2006 9:42,10,9,38.48664963,-121.4769699
480 REDWOOD AVE,MISSING PERSON,1/10/2006 9:54,10,9,38.60992783,-121.456513
1546 34TH ST,CASUALTY REPORT,1/10/2006 9:54,10,9,38.56587673,-121.4646165
3066 BRIDGEFORD DR,(A)VC TAKE VEH W/O OWNER,1/10/2006 10:00,10,10,38.62363032,-121.4866655
2901 TRUXEL RD, PC  BURGLARY VEHICLE,1/10/2006 10:00,10,10,38.61890556,-121.5000769
3541 KROY WAY, PC  BURGLARY RESIDENCE,1/10/2006 10:00,10,10,38.5425445,-121.4284607
1660 ARCADE BLVD,TOWED/STORED VEH-,1/10/2006 10:03,10,10,38.62595817,-121.4290136
33RD ST / 3RD AVE, PC   PETTY THEFT/INSIDE,1/10/2006 10:15,10,10,38.55234985,-121.4711067
H ST / 51ST ST,TOWED/STORED VEHICLE,1/10/2006 10:23,10,10,38.56913281,-121.4406785
6879 14TH AVE,GANG ACTIVITY - I RPT,1/10/2006 10:35,10,10,38.54146972,-121.4254625
MACK RD / TANGERINE AVE,LOST PROPERTY - I RPT,1/10/2006 11:00,10,11,38.47427504,-121.4465943
STOCKTON BLVD / LAWRENCE DR,TRAFFIC-ACCIDENT INJURY,1/10/2006 11:00,10,11,38.52983357,-121.4448282
19 E AL CT,TELEPEST -I RPT,1/10/2006 11:00,10,11,38.64681802,-121.4650379
GLEN ARVEN WAY / BREWERTON DR,TOWED/STORED VEHICLE,1/10/2006 11:02,10,11,38.61589986,-121.4902491
7500 14TH AVE, PC  BATTERY CIVILIAN,1/10/2006 11:15,10,11,38.53876157,-121.416555
W RAILROAD AVE / 14TH AVE,TRAFFIC-ACCIDENT-NON INJURY,1/10/2006 11:15,10,11,38.5395643,-121.4134753
FRUITRIDGE RD / 65TH STREET EXPY,TRAFFIC-ACCIDENT INJURY,1/10/2006 11:26,10,11,38.52507559,-121.427517
3700 DEL PASO RD,GANG ACTIVITY - I RPT,1/10/2006 11:30,10,11,38.65550746,-121.5556894
1000 18TH ST,(A) PC GRAND THEFT,1/10/2006 11:30,10,11,38.57715166,-121.4827568
2562 TRACTION AVE, VC AUTO THEFT LOCATE,1/10/2006 11:44,10,11,38.61341962,-121.4527905
ARCADE BLVD / MARYSVILLE BLVD,TOWED/STORED VEH-,1/10/2006 11:58,10,11,38.62541828,-121.433145
8816 GARDEN GLEN WAY, PC  BURGLARY VEHICLE,1/10/2006 12:00,10,12,38.5545627,-121.3802811
6222 RIVERSIDE BLVD,(F) W/I  DAYS ADD CHANGE,1/10/2006 12:00,10,12,38.51446243,-121.5298585
8175 ALPINE AVE,SUSP PERS-NO CRIME - I RPT,1/10/2006 12:01,10,12,38.53630908,-121.4056953
1530 ARCADE BLVD,TOWED/STORED VEH-,1/10/2006 12:03,10,12,38.62529673,-121.4318753
16TH ST / W ST,TOWED/STORED VEHICLE,1/10/2006 12:08,10,12,38.56382548,-121.491401
MARYSVILLE BLVD / ROANOKE AVE,TOWED/STORED VEH-,1/10/2006 12:11,10,12,38.63466859,-121.4301867
WESTERN AVE / FORD RD, VC AUTO THEFT LOCATE,1/10/2006 12:12,10,12,38.62868558,-121.468398
5551 WARDELL WAY, PC  BURGLARY RESIDENCE,1/10/2006 12:20,10,12,38.47943831,-121.4376744
HELEN WAY / FRUITRIDGE RD,TRAFFIC-ACCIDENT INJURY,1/10/2006 12:23,10,12,38.52475578,-121.4919171
3500 FLORIN RD,(A) RECEIVE STOLEN PROPERTY,1/10/2006 12:25,10,12,38.49407763,-121.4673944
8009 BRUCEVILLE RD,MISSING PERSON,1/10/2006 12:30,10,12,38.46499591,-121.4174193
3110 W ST, PC  BATTERY CIVILIAN,1/10/2006 12:33,10,12,38.55766731,-121.471396
2930 MARYSVILLE BLVD,TOWED/STORED VEHICLE,1/10/2006 12:39,10,12,38.62020172,-121.4366726
1418 PALO VERDE AVE,PETTY THEFT - I RPT,1/10/2006 12:41,10,12,38.6220841,-121.4341446
SITKA ST / MINT ST,(A)HS POSS CNTRL SUBST,1/10/2006 12:46,10,12,38.59278496,-121.4841374
401 W EL CAMINO AVE, BP  POSS OF HYPO NEEDLE,1/10/2006 12:51,10,12,38.61142717,-121.4719599
1021 OLIVERA WAY,TOWED/STORED VEHICLE,1/10/2006 12:53,10,12,38.61449687,-121.442601
DEL PASO BLVD / EL CAMINO AVE, HS POSS DRUG PARAPH,1/10/2006 13:00,10,13,38.61112661,-121.4487064
3301 FONG RANCH RD,GANG ACTIVITY - I RPT,1/10/2006 13:00,10,13,38.63020663,-121.4959999
FAIR OAKS BLVD / CAMELLIA AVE,TRAFFIC-ACCIDENT INJURY,1/10/2006 13:00,10,13,38.56853798,-121.4251955
7TH ST / L ST, PC  BATTERY CIVILIAN,1/10/2006 13:00,10,13,38.5791674,-121.4984069
6879 14TH AVE,() PC DISTURB PEACE/FIGHT,1/10/2006 13:03,10,13,38.54146972,-121.4254625
R ST / 16TH ST,TOWED/STORED VEHICLE,1/10/2006 13:07,10,13,38.5692795,-121.4890397
2250 68TH AVE,GANG ACTIVITY - I RPT,1/10/2006 13:29,10,13,38.48934244,-121.4859396
OLMSTEAD DR / KINNAIRD WAY,TOWED/STORED VEH-,1/10/2006 13:35,10,13,38.62218315,-121.4659998
732 HAYES AVE, VC AUTO THEFT LOCATE,1/10/2006 13:45,10,13,38.63024715,-121.4493987
2101 C ST,FOUND PROPERTY - I RPT,1/10/2006 13:45,10,13,38.58388345,-121.4745497
5821 S LAND PARK DR,BURGLARY - I RPT,1/10/2006 13:54,10,13,38.52078633,-121.5119629
2681 FAIRFIELD ST, VC AUTO THEFT LOCATE,1/10/2006 13:57,10,13,38.6161168,-121.4529308
2451 MEADOWVIEW RD,(A)()AWDW/NO FIREARM/CIVIL,1/10/2006 14:00,10,14,38.48199912,-121.4784328
8341 FOLSOM BLVD, PC  ROBBERY UNSPECIFIED,1/10/2006 14:00,10,14,38.5474759,-121.3980671
6715 GLORIA DR,GANG ACTIVITY - I RPT,1/10/2006 14:00,10,14,38.50298477,-121.5346969
547 L ST,HOMICIDE ASSAULT - I RPT,1/10/2006 14:00,10,14,38.58184562,-121.5011657
6715 GLORIA DR,GANG ACTIVITY - I RPT,1/10/2006 14:00,10,14,38.50298477,-121.5346969
8391 FOLSOM BLVD, PC PETTY THEFT W/PRI CONV,1/10/2006 14:15,10,14,38.54818818,-121.3940644
SHINING STAR DR / SPARROWOOD WAY,GANG ACTIVITY - I RPT,1/10/2006 14:15,10,14,38.48455742,-121.4656033
4611 S LAND PARK DR,(A) VC DUI-ALCOHOL/DRUGS,1/10/2006 14:17,10,14,38.53317666,-121.5069385
3555 AUBURN BLVD,MISSING PERSON,1/10/2006 14:25,10,14,38.63862878,-121.3815598
8291 CARIBBEAN WAY,FOUND PROPERTY - I RPT,1/10/2006 14:30,10,14,38.55804061,-121.3998489
4533 CEDARWOOD WAY, US   THEFT OF MAIL,1/10/2006 14:30,10,14,38.48371518,-121.4516915
1407 21ST ST,(A) GRAND THEFT-COIN MACHIN,1/10/2006 14:30,10,14,38.57160034,-121.48052
3976 ROBINRIDGE WAY,E(D)PC FRAUD POSS CARD INFO,1/10/2006 14:34,10,14,38.48574227,-121.4611611
14TH AVE / MARTIN LUTHER KING JR BLVD, HS POSS/SALE AMPHETAMINE,1/10/2006 14:46,10,14,38.53952458,-121.4647617
70 SEAVEY CIR,(C)HS POSS +GR MARIJ,1/10/2006 14:55,10,14,38.5601973,-121.5122704
441 KESNER AVE,MISCELLANEOUS I RPT (ZMISC),1/10/2006 15:00,10,15,38.63410573,-121.455905
19TH ST / O ST,TRAFFIC-ACCIDENT-NON INJURY,1/10/2006 15:03,10,15,38.57150442,-121.4836302
CONGRESS AVE / ALVARADO BLVD, VC AUTO THEFT LOCATE,1/10/2006 15:05,10,15,38.62991663,-121.4394524
3RD ST / K ST,WARRANT SERVED - I RPT,1/10/2006 15:10,10,15,38.58165678,-121.5032275
1901 ARDEN WAY,(A)VC TAKE VEH W/O OWNER,1/10/2006 15:15,10,15,38.59875634,-121.4211729
35TH ST / BROADWAY, PC  BATTERY CIVILIAN,1/10/2006 15:30,10,15,38.55155803,-121.4684935
5451 LEMON HILL AVE,GANG ACTIVITY - I RPT,1/10/2006 15:30,10,15,38.51750189,-121.4409152
7150 24TH ST,(A) PC GRAND THEFT,1/10/2006 15:30,10,15,38.49689915,-121.4828349
3555 AUBURN BLVD,MISSING PERSON,1/10/2006 15:35,10,15,38.63862878,-121.3815598
13TH ST / D ST,TRAFFIC-ACCIDENT INJURY,1/10/2006 15:41,10,15,38.58573502,-121.4863575
